4.958520000000000000e+06,1.527054492599999813e+00,1.603708309977142532e+00,1.458390356435714574e+00,1.768071049727999666e+00,1.624544865900000135e+00,1.559757988669714379e+00,1.617412989417142732e+00,1.582309413645714313e+00,1.649300579532571476e+00,1.666809334453714042e+00,1.723122065955428273e+00,4.735125810399999913e-01,1.042615072802857146e-01,6.308560125885714909e-02,1.915861263342857196e-02,2.156292171999999729e-01,1.111993599971428381e-01,1.625219299199999745e-01,1.000000000000000000e+00
4.959806000000000000e+06,1.572762246120000151e+00,1.822198451125714325e+00,1.609437776657142827e+00,1.742794245120000252e+00,1.572713570999999977e+00,1.779122128745999953e+00,1.870226625474285420e+00,1.828787667085142621e+00,1.505709400014856980e+00,1.122643089140571426e+00,7.411146240142856279e-01,2.711788464459999881e-01,8.073612371542856353e-03,1.109355920691428576e-01,3.219527399228571535e-02,7.825836940285713084e-02,1.114559749642857200e-01,2.802102239999999800e-02,1.000000000000000000e+00
4.960799000000000000e+06,1.586266809659999888e+00,1.205843760295428613e+00,1.415612032298857237e+00,1.593692113919999986e+00,1.580824310099999686e+00,1.724541587707428603e+00,1.673853130731428607e+00,1.812439846777142760e+00,1.663280760057714414e+00,1.675802451644571756e+00,1.818934215819999478e+00,1.377098663511999943e+00,9.075614015571428772e-02,6.209706831388570741e-02,8.266342072525714735e-02,9.812437691428570197e-02,8.841991417999998937e-02,1.569177254399999888e-01,1.000000000000000000e+00
4.961399000000000000e+06,1.586266809659999888e+00,1.740644310277714046e+00,1.514533763714285719e+00,1.949228958720000016e+00,1.678109150999999910e+00,1.841731498268571743e+00,1.752365089851428470e+00,1.834948685128571455e+00,1.532576464034285824e+00,1.168267063529143224e+00,4.810909430717142943e-01,2.331527898780000330e-01,1.316676963771428455e-01,6.355144842914285663e-02,1.402046880137143015e-01,9.756394211571427222e-02,-1.101799744128571616e-02,2.409807926399999689e-01,1.000000000000000000e+00
4.962356000000000000e+06,1.589383247400000032e+00,1.671215847188571413e+00,1.713706136585714468e+00,1.867166883839999736e+00,1.857072797610000103e+00,1.919780255734285568e+00,1.963128344457142793e+00,1.611970126377142876e+00,1.133091025517142914e+00,6.279032152594286043e-01,3.171254501105714163e-01,1.213046415200000859e-03,4.289126641314285060e-02,1.438368758571428353e-02,-9.634662852342858186e-03,8.746008075857142350e-02,6.741529986285714482e-02,3.362522687999999760e-02,1.000000000000000000e+00
4.962669000000000000e+06,1.602887810939999769e+00,1.706351258114857217e+00,1.624145863411428747e+00,1.877141176319999660e+00,1.855764249299999946e+00,1.858042823085714446e+00,1.793876864733256804e+00,1.768591238958971745e+00,1.446399079502857177e+00,1.031359774916571492e+00,6.259609903688571064e-01,7.062639659999976616e-02,6.437991633771428246e-02,3.842640012857143073e-02,2.346403592400000265e-02,7.122387101428569178e-02,8.716100459857142879e-02,5.323994255999999620e-02,1.000000000000000000e+00
4.964841000000000000e+06,1.569645808380000007e+00,1.839008597742857187e+00,1.954320614154285485e+00,1.866395381759999861e+00,1.770948359130000149e+00,1.861435014014199751e+00,1.848823824398857063e+00,1.797685620608571400e+00,1.267768932554285577e+00,1.003354162920000014e+00,4.813537220342856138e-01,-5.225229220999999188e-03,8.460480484428571646e-02,-2.717708111999998788e-03,2.692142040171428136e-02,5.674276302999999022e-02,1.498478716261428256e-01,8.966727167999999359e-02,1.000000000000000000e+00
4.966525000000000000e+06,1.433561360400000151e+00,1.788904096137143185e+00,1.815299519041142950e+00,1.661646369023999981e+00,1.861693136490000011e+00,1.881264649779999854e+00,1.930986111681142869e+00,2.001514864778286107e+00,2.136335389988571531e+00,1.910195435340000136e+00,1.993593237871999602e+00,2.385808192119999838e+00,2.250089309068856736e+00,2.370640614969714122e+00,1.162871676762857298e+00,9.568493366999998584e-02,1.025197766171428437e-01,1.569177254399999888e-01,1.000000000000000000e+00
4.966705000000000000e+06,1.362922104959999992e+00,1.407728747163428773e+00,1.346101572280000269e+00,1.412755722240000233e+00,1.292346803399999855e+00,1.448888728064571474e+00,1.430183181433142936e+00,1.530199505965714302e+00,1.553807115802285699e+00,1.475937176674285700e+00,1.441592989977999784e+00,1.605266459337999718e+00,1.697851036185714202e+00,9.608938397777142537e-01,7.045710151371428753e-02,6.426844209800000596e-02,2.041200214857142869e-01,3.082312464000000127e-02,1.100000000000000000e+01
4.968738000000000000e+06,1.567568183220000133e+00,1.761893374126285661e+00,1.771189965114285725e+00,1.749176153087999896e+00,1.679538936000000149e+00,2.040740694105714237e+00,1.810719347885714203e+00,1.780179438134057435e+00,1.472929071759999875e+00,9.262613106857142675e-01,4.829864828743714589e-01,1.213815017139999730e-01,1.167847423877143020e-01,6.960329617942856428e-02,5.742044015485714414e-02,1.038995217628571333e-01,9.306584082714285111e-02,9.527147615999999319e-02,1.000000000000000000e+00
